numeric_code,iso_code,country,year,human_development_groups,hdi_rank_2021,undp_developing_regions,least_devpd_country,landlock_deving_country,small_island_deving_country,population,gdp,happiness_index,gini_index,income_group,happiness_index_rank_62,co2_per_capita,consumption_co2_per_capita,material_footprint_per_capita,energy_per_capita,renewables_consumption,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,continent,sub_continent_un,hemisphere,latitude,longitude,co2_consumption_production_gap,co2_consumption_production_ratio,happiness_per_co2,happiness_per_consumption_co2,happiness_per_material_footprint,happiness_per_1000_energy,inequality_adjusted_happiness,ineq_adj_happiness_per_co2,ineq_adj_happiness_per_consumption_co2,ineq_adj_happiness_per_material_footprint,ineq_adj_happiness_per_1000_energy,co2_per_1000_energy,material_footprint_per_1000_energy,happiness_percentile_by_year,consumption_co2_percentile_by_year,material_footprint_percentile_by_year,high_happiness_lower_consumption_co2,high_happiness_lower_material_footprint
364,IRN,Iran,2020,High,76,SA,False,False,False,87723448,1446203709942.0,4.672,35.8,Upper middle income,59,8.499,7.432,13.16,39001.836,61.588,0.009,2.121,0.108,Asia,Southern Asia,Northern Hemisphere,32.0,53.0,-1.067,0.874,0.55,0.629,0.355,0.12,2.999,0.353,0.404,0.228,0.077,0.218,0.337,0.065,0.597,0.323,False,False
364,IRN,Iran,2021,High,76,SA,False,False,False,88455490,1525523070071.0,4.721,35.5,Upper middle income,60,8.813,7.491,13.16,38159.27,38.438,0.009,2.114,0.024,Asia,Southern Asia,Northern Hemisphere,32.0,53.0,-1.322,0.85,0.536,0.63,0.359,0.124,3.045,0.346,0.406,0.231,0.08,0.231,0.345,0.048,0.516,0.323,False,False
376,ISR,Israel,2013,Very High,22,NOTAPPLICABLE,False,False,False,7749369,235885601546.0,7.301,39.9,High income,10,8.142,10.911,25.55,34478.062,1.558,0.001,0.179,0.091,Asia,Western Asia,Northern Hemisphere,31.5,34.75,2.769,1.34,0.897,0.669,0.286,0.212,4.388,0.539,0.402,0.172,0.127,0.236,0.741,0.855,0.774,0.677,False,False
376,ISR,Israel,2014,Very High,22,NOTAPPLICABLE,False,False,False,7897173,245129958334.0,7.29,39.8,High income,9,7.633,10.947,26.0,33001.949,2.572,0.001,0.17,0.011,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.314,1.434,0.955,0.666,0.28,0.221,4.389,0.575,0.401,0.169,0.133,0.231,0.788,0.871,0.774,0.694,False,False
376,ISR,Israel,2015,Very High,22,NOTAPPLICABLE,False,False,False,8052916,251223879854.0,7.278,39.7,High income,9,7.815,10.559,28.57,34152.684,3.489,0.001,0.178,-0.012,Asia,Western Asia,Northern Hemisphere,31.5,34.75,2.744,1.351,0.931,0.689,0.255,0.213,4.389,0.562,0.416,0.154,0.129,0.229,0.837,0.871,0.806,0.742,False,False
376,ISR,Israel,2016,Very High,22,NOTAPPLICABLE,False,False,False,8210006,262584215516.0,7.267,39.0,High income,9,7.45,10.697,26.49,34174.199,4.893,0.001,0.173,0.486,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.247,1.436,0.975,0.679,0.274,0.213,4.433,0.595,0.414,0.167,0.13,0.218,0.775,0.871,0.79,0.677,False,False
376,ISR,Israel,2017,Very High,22,NOTAPPLICABLE,False,False,False,8361796,273812314306.0,7.213,38.2,High income,9,7.038,10.104,28.61,34165.57,4.995,0.001,0.164,0.231,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.066,1.436,1.025,0.714,0.252,0.211,4.458,0.633,0.441,0.156,0.13,0.206,0.837,0.871,0.758,0.726,False,False
376,ISR,Israel,2018,Very High,22,NOTAPPLICABLE,False,False,False,8510067,284956472967.0,7.19,38.6,High income,9,7.049,10.644,29.83,34337.16,5.518,0.001,0.163,0.116,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.595,1.51,1.02,0.675,0.241,0.209,4.415,0.626,0.415,0.148,0.129,0.205,0.869,0.871,0.774,0.742,False,False
376,ISR,Israel,2019,Very High,22,NOTAPPLICABLE,False,False,False,8657466,296799271432.0,7.139,38.3,High income,10,6.809,10.213,30.76,34826.125,8.737,0.001,0.159,0.088,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.404,1.5,1.048,0.699,0.232,0.205,4.405,0.647,0.431,0.143,0.126,0.196,0.883,0.855,0.79,0.742,False,False
376,ISR,Israel,2020,Very High,22,NOTAPPLICABLE,False,False,False,8800380,291287719910.0,7.129,37.8,High income,12,6.737,9.605,30.76,32400.352,11.447,0.001,0.169,0.046,Asia,Western Asia,Northern Hemisphere,31.5,34.75,2.868,1.426,1.058,0.742,0.232,0.22,4.434,0.658,0.462,0.144,0.137,0.208,0.949,0.823,0.806,0.742,False,False
376,ISR,Israel,2021,Very High,22,NOTAPPLICABLE,False,False,False,8942925,316373426613.0,7.157,37.9,High income,10,6.592,10.113,30.76,32656.467,14.236,0.001,0.16,0.02,Asia,Western Asia,Northern Hemisphere,31.5,34.75,3.521,1.534,1.086,0.708,0.233,0.219,4.444,0.674,0.439,0.144,0.136,0.202,0.942,0.855,0.823,0.742,False,False
380,ITA,Italy,2013,Very High,30,NOTAPPLICABLE,False,False,False,60653864,2010255414011.0,6.021,34.9,High income,32,6.091,8.057,13.74,30716.307,313.725,0.01,1.047,-0.703,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.966,1.323,0.989,0.747,0.438,0.196,3.92,0.644,0.487,0.285,0.128,0.198,0.447,0.5,0.597,0.363,False,False
380,ITA,Italy,2014,Very High,30,NOTAPPLICABLE,False,False,False,60664169,2010164047423.0,5.985,34.7,High income,31,5.759,7.732,13.37,29940.508,333.739,0.01,0.985,-0.72,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.973,1.343,1.039,0.774,0.448,0.2,3.908,0.679,0.505,0.292,0.131,0.192,0.447,0.516,0.581,0.339,False,False
380,ITA,Italy,2015,Very High,30,NOTAPPLICABLE,False,False,False,60575314,2025809415322.0,5.948,35.4,High income,32,5.964,7.607,13.16,30350.078,304.388,0.011,1.02,-0.637,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.643,1.275,0.997,0.782,0.452,0.196,3.842,0.644,0.505,0.292,0.127,0.197,0.434,0.5,0.597,0.323,False,False
380,ITA,Italy,2016,Very High,30,NOTAPPLICABLE,False,False,False,60478103,2052012434345.0,5.977,35.2,High income,30,5.922,7.671,13.48,30333.92,299.222,0.011,1.012,-0.549,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.749,1.295,1.009,0.779,0.443,0.197,3.873,0.654,0.505,0.287,0.128,0.195,0.444,0.532,0.597,0.323,False,False
380,ITA,Italy,2017,Very High,30,NOTAPPLICABLE,False,False,False,60390317,2086237040647.0,5.964,35.9,High income,32,5.84,7.613,13.55,30594.736,287.981,0.011,0.98,-0.665,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.773,1.304,1.021,0.783,0.44,0.195,3.823,0.655,0.502,0.282,0.125,0.191,0.443,0.5,0.548,0.323,False,False
380,ITA,Italy,2018,Very High,30,NOTAPPLICABLE,False,False,False,60277496,2105551772855.0,6.0,35.2,High income,31,5.791,7.744,12.33,30853.664,315.249,0.011,0.95,-0.012,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.953,1.337,1.036,0.775,0.487,0.194,3.888,0.671,0.502,0.315,0.126,0.188,0.4,0.516,0.548,0.29,False,False
380,ITA,Italy,2019,Very High,30,NOTAPPLICABLE,False,False,False,60130136,2115725732767.0,6.223,34.6,High income,25,5.648,7.492,11.85,30599.51,318.252,0.011,0.916,-0.381,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.844,1.326,1.102,0.831,0.525,0.203,4.07,0.721,0.543,0.343,0.133,0.185,0.387,0.613,0.532,0.274,False,False
380,ITA,Italy,2020,Very High,30,NOTAPPLICABLE,False,False,False,59912763,1925751927111.0,6.387,35.2,High income,22,5.051,6.714,11.85,27764.078,320.361,0.011,0.861,-0.477,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.663,1.329,1.265,0.951,0.539,0.23,4.139,0.819,0.616,0.349,0.149,0.182,0.427,0.661,0.5,0.274,False,False
380,ITA,Italy,2021,Very High,30,NOTAPPLICABLE,False,False,False,59729353,2060299944789.0,6.483,34.8,High income,21,5.624,7.564,11.85,29887.174,319.47,0.011,0.911,0.04,Europe,Southern Europe,Northern Hemisphere,42.8333,12.8333,1.94,1.345,1.153,0.857,0.547,0.217,4.227,0.752,0.559,0.357,0.141,0.188,0.396,0.677,0.532,0.274,False,False
392,JPN,Japan,2013,Very High,19,NOTAPPLICABLE,False,False,False,127723642,4621006950566.0,6.064,31.5,High income,30,10.271,11.643,22.8,43658.484,324.029,0.028,3.719,-0.054,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.372,1.134,0.59,0.521,0.266,0.139,4.154,0.404,0.357,0.182,0.095,0.235,0.522,0.532,0.823,0.645,False,False
392,JPN,Japan,2014,Very High,19,NOTAPPLICABLE,False,False,False,127486601,4634693421103.0,6.026,31.3,High income,30,9.886,11.013,22.42,42606.789,357.539,0.028,3.553,-0.042,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.127,1.114,0.61,0.547,0.269,0.141,4.14,0.419,0.376,0.185,0.097,0.232,0.526,0.532,0.79,0.645,False,False
392,JPN,Japan,2015,Very High,19,NOTAPPLICABLE,False,False,False,127275868,4707025000790.0,5.987,30.7,High income,29,9.585,10.378,20.3,42138.867,410.581,0.029,3.446,-0.035,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,0.793,1.083,0.625,0.577,0.295,0.142,4.149,0.433,0.4,0.204,0.098,0.227,0.482,0.548,0.774,0.581,False,False
392,JPN,Japan,2016,Very High,19,NOTAPPLICABLE,False,False,False,127159950,4742508721138.0,5.921,31.8,High income,32,9.436,10.403,19.28,41646.914,400.425,0.029,3.39,-0.036,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,0.967,1.102,0.627,0.569,0.307,0.142,4.038,0.428,0.388,0.209,0.097,0.227,0.463,0.5,0.774,0.532,False,False
392,JPN,Japan,2017,Very High,19,NOTAPPLICABLE,False,False,False,127064686,4821960242931.0,5.92,31.8,High income,34,9.321,10.145,19.47,42137.562,427.926,0.03,3.292,-0.009,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,0.824,1.088,0.635,0.584,0.304,0.14,4.037,0.433,0.398,0.207,0.096,0.221,0.462,0.468,0.774,0.532,False,False
392,JPN,Japan,2018,Very High,19,NOTAPPLICABLE,False,False,False,126913432,4852985093686.0,5.915,32.9,High income,37,8.971,10.041,18.89,41899.98,457.705,0.03,3.099,0.008,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.07,1.119,0.659,0.589,0.313,0.141,3.969,0.442,0.395,0.21,0.095,0.214,0.451,0.419,0.758,0.548,False,False
392,JPN,Japan,2019,Very High,19,NOTAPPLICABLE,False,False,False,126699421,4833467877373.0,5.886,33.0,High income,39,8.698,9.832,18.18,41086.219,459.348,0.031,2.972,-0.02,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.134,1.13,0.677,0.599,0.324,0.143,3.944,0.453,0.401,0.217,0.096,0.212,0.442,0.387,0.758,0.532,False,False
392,JPN,Japan,2020,Very High,19,NOTAPPLICABLE,False,False,False,126304533,4626661481209.0,5.871,32.3,High income,43,8.213,9.372,18.18,38203.219,501.689,0.031,2.95,0.011,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.159,1.141,0.715,0.626,0.323,0.154,3.975,0.484,0.424,0.219,0.104,0.215,0.476,0.323,0.79,0.532,False,False
392,JPN,Japan,2021,Very High,19,NOTAPPLICABLE,False,False,False,125679342,4725883595048.0,5.94,32.3,High income,38,8.422,9.706,18.18,40020.164,540.688,0.032,2.871,0.036,Asia,Eastern Asia,Northern Hemisphere,36.0,138.0,1.284,1.152,0.705,0.612,0.327,0.148,4.021,0.477,0.414,0.221,0.1,0.21,0.454,0.403,0.774,0.532,False,False
398,KAZ,Kazakhstan,2013,Very High,56,ECA,False,True,False,17556502,400574375261.0,5.671,27.1,Upper middle income,38,14.441,11.432,38.56,41671.484,19.785,0.009,0.719,-0.934,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-3.009,0.792,0.393,0.496,0.147,0.136,4.134,0.286,0.362,0.107,0.099,0.347,0.925,0.403,0.79,0.903,False,False
398,KAZ,Kazakhstan,2014,Very High,56,ECA,False,True,False,17816285,417799078586.0,5.763,27.0,Upper middle income,38,16.79,12.234,39.4,43168.984,21.062,0.009,0.843,-0.209,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-4.556,0.729,0.343,0.471,0.146,0.133,4.207,0.251,0.344,0.107,0.097,0.389,0.913,0.403,0.839,0.903,False,False
398,KAZ,Kazakhstan,2015,Very High,56,ECA,False,True,False,18084175,421977118608.0,5.855,26.8,Upper middle income,33,16.758,13.829,44.26,35163.887,23.918,0.01,0.856,-0.675,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-2.929,0.825,0.349,0.423,0.132,0.167,4.286,0.256,0.31,0.097,0.122,0.477,1.259,0.484,0.871,0.935,False,False
398,KAZ,Kazakhstan,2016,Very High,56,ECA,False,True,False,18363600,425774884998.0,5.919,27.2,Upper middle income,33,16.431,12.428,37.86,38735.684,30.117,0.01,0.853,-0.697,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-4.003,0.756,0.36,0.476,0.156,0.153,4.309,0.262,0.347,0.114,0.111,0.424,0.977,0.484,0.839,0.871,False,False
398,KAZ,Kazakhstan,2017,Very High,56,ECA,False,True,False,18651931,442384368842.0,5.819,27.5,Upper middle income,39,17.034,12.835,34.22,41010.547,29.113,0.01,0.883,-0.547,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-4.199,0.753,0.342,0.453,0.17,0.142,4.219,0.248,0.329,0.123,0.103,0.415,0.834,0.387,0.839,0.839,False,False
398,KAZ,Kazakhstan,2018,Very High,56,ECA,False,True,False,18932725,460522121041.0,5.79,27.8,Upper middle income,40,17.408,12.028,32.72,41684.305,27.129,0.01,0.897,-0.843,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-5.38,0.691,0.333,0.481,0.177,0.139,4.18,0.24,0.348,0.128,0.1,0.418,0.785,0.371,0.839,0.79,False,False
398,KAZ,Kazakhstan,2019,Very High,56,ECA,False,True,False,19209556,481245619523.0,5.809,28.0,Upper middle income,40,15.411,10.997,34.41,41578.891,27.471,0.01,0.798,-0.432,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-4.414,0.714,0.377,0.528,0.169,0.14,4.182,0.271,0.38,0.122,0.101,0.371,0.828,0.371,0.839,0.839,False,False
398,KAZ,Kazakhstan,2020,Very High,56,ECA,False,True,False,19482116,468733212615.0,6.058,28.7,Upper middle income,33,14.464,11.216,34.41,37774.996,29.467,0.01,0.801,-0.308,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-3.248,0.775,0.419,0.54,0.176,0.16,4.319,0.299,0.385,0.126,0.114,0.383,0.911,0.484,0.855,0.839,False,False
398,KAZ,Kazakhstan,2021,Very High,56,ECA,False,True,False,19743607,487951301251.0,6.152,29.2,Upper middle income,32,12.404,9.691,34.41,41644.129,31.004,0.01,0.664,-0.46,Asia,Central Asia,Northern Hemisphere,48.0,68.0,-2.713,0.781,0.496,0.635,0.179,0.148,4.356,0.351,0.449,0.127,0.105,0.298,0.826,0.5,0.758,0.839,False,False
410,KOR,South Korea,2013,Very High,19,NOTAPPLICABLE,False,False,False,50071168,1700045113031.0,6.267,31.2,High income,29,12.674,13.376,21.21,64755.305,32.286,0.006,1.799,-0.101,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,0.702,1.055,0.494,0.469,0.295,0.097,4.312,0.34,0.322,0.203,0.067,0.196,0.328,0.548,0.855,0.613,False,False
410,KOR,South Korea,2014,Very High,19,NOTAPPLICABLE,False,False,False,50539055,1754480590300.0,6.126,31.2,High income,28,12.453,13.746,21.49,64689.973,41.046,0.007,1.775,-0.043,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,1.293,1.104,0.492,0.446,0.285,0.095,4.215,0.338,0.307,0.196,0.065,0.193,0.332,0.565,0.871,0.613,False,False
410,KOR,South Korea,2015,Very High,19,NOTAPPLICABLE,False,False,False,50983909,1803763858886.0,5.984,33.2,High income,30,12.439,13.265,21.49,65128.559,48.042,0.007,1.791,-0.037,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,0.826,1.066,0.481,0.451,0.278,0.092,3.997,0.321,0.301,0.186,0.061,0.191,0.33,0.532,0.855,0.629,False,False
410,KOR,South Korea,2016,Very High,19,NOTAPPLICABLE,False,False,False,51297836,1856920794289.0,5.835,35.2,High income,35,12.435,13.05,21.6,67038.734,56.572,0.007,1.802,-0.084,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,0.615,1.049,0.469,0.447,0.27,0.087,3.781,0.304,0.29,0.175,0.056,0.185,0.322,0.444,0.871,0.613,False,False
410,KOR,South Korea,2017,Very High,19,NOTAPPLICABLE,False,False,False,51486268,1915599559593.0,5.838,34.9,High income,37,12.713,13.631,22.72,67581.461,68.386,0.008,1.819,-0.089,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,0.918,1.072,0.459,0.428,0.257,0.086,3.801,0.299,0.279,0.167,0.056,0.188,0.336,0.419,0.871,0.645,False,False
410,KOR,South Korea,2018,Very High,19,NOTAPPLICABLE,False,False,False,51640894,1971285914824.0,5.875,33.7,High income,38,12.977,14.508,21.65,68987.422,84.679,0.008,1.824,-0.057,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,1.531,1.118,0.453,0.405,0.271,0.085,3.895,0.3,0.268,0.18,0.056,0.188,0.314,0.403,0.887,0.645,False,False
410,KOR,South Korea,2019,Very High,19,NOTAPPLICABLE,False,False,False,51767844,2015521635585.0,5.895,33.2,High income,37,12.481,14.209,22.01,67917.344,98.352,0.008,1.742,-0.093,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,1.728,1.138,0.472,0.415,0.268,0.087,3.938,0.316,0.277,0.179,0.058,0.184,0.324,0.419,0.887,0.645,False,False
410,KOR,South Korea,2020,Very High,19,NOTAPPLICABLE,False,False,False,51858481,2001231642062.0,5.872,32.7,High income,42,11.524,13.152,22.01,65364.605,117.038,0.008,1.7,-0.106,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,1.628,1.141,0.51,0.446,0.267,0.09,3.952,0.343,0.3,0.18,0.06,0.176,0.337,0.339,0.903,0.645,False,False
410,KOR,South Korea,2021,Very High,19,NOTAPPLICABLE,False,False,False,51848401,2084182684453.0,5.845,32.9,High income,43,11.882,13.84,22.01,68918.578,138.026,0.009,1.671,-0.13,Asia,Eastern Asia,Northern Hemisphere,37.0,127.5,1.958,1.165,0.492,0.422,0.266,0.085,3.922,0.33,0.283,0.178,0.057,0.172,0.319,0.323,0.903,0.645,False,False
144,LKA,Sri Lanka,2013,High,73,SA,False,False,False,21358829,220937614421.0,4.151,39.3,Lower middle income,61,0.662,1.571,3.52,3708.73,18.441,0.001,0.04,0.706,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.909,2.373,6.27,2.642,1.179,1.119,2.52,3.807,1.604,0.716,0.679,0.178,0.949,0.032,0.081,0.048,False,False
144,LKA,Sri Lanka,2014,High,73,SA,False,False,False,21547454,235029015924.0,4.211,39.3,Lower middle income,61,0.792,1.721,5.73,3986.135,12.504,0.001,0.048,0.594,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.929,2.173,5.317,2.447,0.735,1.056,2.556,3.227,1.485,0.446,0.641,0.199,1.437,0.032,0.081,0.048,False,False
144,LKA,Sri Lanka,2015,High,73,SA,False,False,False,21729975,244914328998.0,4.271,39.3,Lower middle income,60,0.883,1.784,6.2,4201.579,16.31,0.001,0.054,0.738,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.901,2.02,4.837,2.394,0.689,1.017,2.592,2.935,1.453,0.418,0.617,0.21,1.476,0.048,0.097,0.048,False,False
144,LKA,Sri Lanka,2016,High,73,SA,False,False,False,21910763,257292293131.0,4.415,39.3,Lower middle income,59,1.02,1.986,4.55,4603.753,11.932,0.001,0.063,0.663,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.966,1.947,4.328,2.223,0.97,0.959,2.68,2.627,1.349,0.589,0.582,0.222,0.988,0.065,0.097,0.048,False,False
144,LKA,Sri Lanka,2017,High,73,SA,False,False,False,22087525,273915973018.0,4.44,38.767,Lower middle income,61,1.004,1.953,7.29,4832.206,11.766,0.001,0.062,0.982,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.949,1.945,4.422,2.273,0.609,0.919,2.719,2.708,1.392,0.373,0.563,0.208,1.509,0.032,0.097,0.113,False,False
144,LKA,Sri Lanka,2018,High,73,SA,False,False,False,22253116,280243422762.0,4.471,38.233,Lower middle income,60,0.905,1.916,4.33,5049.593,17.832,0.001,0.055,0.624,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,1.011,2.117,4.94,2.334,1.033,0.885,2.762,3.052,1.442,0.638,0.547,0.179,0.857,0.048,0.081,0.048,False,False
144,LKA,Sri Lanka,2019,High,73,SA,False,False,False,22410552,279626891521.0,4.366,37.7,Lower middle income,60,0.942,1.926,4.36,5043.847,14.378,0.001,0.057,0.487,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.984,2.045,4.635,2.267,1.001,0.866,2.72,2.887,1.412,0.624,0.539,0.187,0.864,0.048,0.065,0.048,False,False
144,LKA,Sri Lanka,2020,High,73,SA,False,False,False,22561808,269918239631.0,4.327,37.7,Lower middle income,61,0.905,1.855,4.36,4653.029,15.486,0.001,0.058,0.415,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,0.95,2.05,4.781,2.333,0.992,0.93,2.696,2.979,1.453,0.618,0.579,0.194,0.937,0.032,0.081,0.048,False,False
144,LKA,Sri Lanka,2021,High,73,SA,False,False,False,22700377,278898406287.0,4.325,37.7,Lower middle income,61,0.917,2.015,4.36,4795.043,22.572,0.001,0.056,0.368,Asia,Southern Asia,Northern Hemisphere,7.0,81.0,1.098,2.197,4.716,2.146,0.992,0.902,2.694,2.938,1.337,0.618,0.562,0.191,0.909,0.032,0.081,0.048,False,False
440,LTU,Lithuania,2013,Very High,35,NOTAPPLICABLE,False,False,False,2958359,63937849304.0,5.426,35.3,High income,44,4.444,6.935,39.23,21436.043,4.775,0.001,0.037,0.324,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,2.491,1.561,1.221,0.782,0.138,0.253,3.511,0.79,0.506,0.089,0.164,0.207,1.83,0.298,0.484,0.919,False,False
440,LTU,Lithuania,2014,Very High,35,NOTAPPLICABLE,False,False,False,2933171,66199372603.0,5.63,37.7,High income,41,4.379,7.053,41.49,20866.352,4.81,0.001,0.036,-0.236,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,2.674,1.611,1.286,0.798,0.136,0.27,3.507,0.801,0.497,0.085,0.168,0.21,1.988,0.355,0.532,0.935,False,False
440,LTU,Lithuania,2015,Very High,35,NOTAPPLICABLE,False,False,False,2905771,67539660018.0,5.833,37.4,High income,35,4.489,6.951,36.91,22063.779,5.307,0.001,0.037,-1.137,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,2.462,1.548,1.299,0.839,0.158,0.264,3.651,0.813,0.525,0.099,0.165,0.203,1.673,0.452,0.5,0.903,False,False
440,LTU,Lithuania,2016,Very High,35,NOTAPPLICABLE,False,False,False,2869109,69240911932.0,5.813,38.4,High income,37,4.566,7.546,37.99,22908.295,6.195,0.001,0.037,-1.38,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,2.98,1.653,1.273,0.77,0.153,0.254,3.581,0.784,0.475,0.094,0.156,0.199,1.658,0.419,0.565,0.887,False,False
440,LTU,Lithuania,2017,Very High,35,NOTAPPLICABLE,False,False,False,2829317,72206131673.0,5.902,37.3,High income,35,4.693,7.884,39.93,24440.611,7.492,0.001,0.037,-0.929,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,3.191,1.68,1.258,0.749,0.148,0.241,3.701,0.789,0.469,0.093,0.151,0.192,1.634,0.452,0.597,0.919,False,False
440,LTU,Lithuania,2018,Very High,35,NOTAPPLICABLE,False,False,False,2802485,75089601435.0,5.952,35.7,High income,33,4.787,8.521,38.38,25323.756,6.737,0.001,0.037,-0.031,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,3.734,1.78,1.243,0.699,0.155,0.235,3.827,0.799,0.449,0.1,0.151,0.189,1.516,0.484,0.613,0.952,False,False
440,LTU,Lithuania,2019,Very High,35,NOTAPPLICABLE,False,False,False,2795057,78562641002.0,6.149,35.3,High income,28,4.883,8.023,40.13,25257.848,7.331,0.001,0.037,-0.639,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,3.14,1.643,1.259,0.766,0.153,0.243,3.978,0.815,0.496,0.099,0.157,0.193,1.589,0.565,0.597,0.935,False,False
440,LTU,Lithuania,2020,Very High,35,NOTAPPLICABLE,False,False,False,2795766,78545278418.0,6.215,36.0,High income,28,4.829,7.346,40.13,25143.193,7.943,0.001,0.038,-0.658,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,2.517,1.521,1.287,0.846,0.155,0.247,3.978,0.824,0.542,0.099,0.158,0.192,1.596,0.565,0.581,0.935,False,False
440,LTU,Lithuania,2021,Very High,35,NOTAPPLICABLE,False,False,False,2794490,83242845981.0,6.255,36.7,High income,27,4.93,8.076,40.13,25102.789,8.384,0.001,0.037,-0.81,Europe,Northern Europe,Northern Hemisphere,56.0,24.0,3.146,1.638,1.269,0.775,0.156,0.249,3.959,0.803,0.49,0.099,0.158,0.196,1.599,0.581,0.629,0.935,False,False
442,LUX,Luxembourg,2013,Very High,17,NOTAPPLICABLE,False,False,False,543358,29514812514.0,7.054,32.0,High income,15,18.999,18.064,62.16,84092.562,1.621,0.0,0.029,0.328,Europe,Western Europe,Northern Hemisphere,49.75,6.1667,-0.935,0.951,0.371,0.391,0.113,0.084,4.797,0.252,0.266,0.077,0.057,0.226,0.739,0.774,0.935,1.0,False,False
442,LUX,Luxembourg,2014,Very High,17,NOTAPPLICABLE,False,False,False,556285,30289014849.0,7.0,31.2,High income,15,17.629,17.319,57.31,79589.086,1.876,0.0,0.028,0.328,Europe,Western Europe,Northern Hemisphere,49.75,6.1667,-0.31,0.982,0.397,0.404,0.122,0.088,4.816,0.273,0.278,0.084,0.061,0.222,0.72,0.774,0.919,1.0,False,False
442,LUX,Luxembourg,2015,Very High,17,NOTAPPLICABLE,False,False,False,569540,30976491415.0,6.946,32.9,High income,14,16.389,16.438,51.55,75560.039,2.107,0.0,0.026,0.236,Europe,Western Europe,Northern Hemisphere,49.75,6.1667,0.049,1.003,0.424,0.423,0.135,0.092,4.661,0.284,0.284,0.09,0.062,0.217,0.682,0.79,0.919,0.984,False,False
442,LUX,Luxembourg,2016,Very High,17,NOTAPPLICABLE,False,False,False,583511,32518554202.0,6.871,31.7,High income,16,15.556,15.283,46.52,72765.094,2.246,0.0,0.026,0.278,Europe,Western Europe,Northern Hemisphere,49.75,6.1667,-0.273,0.982,0.442,0.45,0.148,0.094,4.693,0.302,0.307,0.101,0.064,0.214,0.639,0.758,0.903,0.968,False,False
442,LUX,Luxembourg,2017,Very High,17,NOTAPPLICABLE,False,False,False,596506,32946911821.0,6.863,34.5,High income,15,15.509,14.93,46.69,74357.836,2.889,0.0,0.026,0.275,Europe,Western Europe,Northern Hemisphere,49.75,6.1667,-0.579,0.963,0.443,0.46,0.147,0.092,4.495,0.29,0.301,0.096,0.06,0.209,0.628,0.774,0.887,0.968,False,False
